"parameter","rmse","coverage","ci_width","signif","rel_bias","nsite","nseason","model","scenario","nconverged"
"rho - (Intercept)",0.276984691664719,0.946886446886447,0.882252124910512,0.996336996336996,-0.0250048577609192,30,12,"auto",2,546
"rho - x",0.178965666614239,0.943223443223443,0.641326558073272,0.897435897435897,0.0105104033380139,30,12,"auto",2,546
"psi - (Intercept)",3.02485029427107,0.981549815498155,3.93729016174611,0.710332103321033,0.302100070869123,30,4,"auto",2,542
"psi - x",3.95275788190732,0.976014760147601,3.8658333936812,0.817343173431734,0.385583747947687,30,4,"auto",2,542
"psi - theta",4.36399501261116,0.952029520295203,7.68529767643315,0.182656826568266,-0.248293188887138,30,4,"auto",2,542
"rho - (Intercept)",0.48156065803107,0.948339483394834,1.62647889231783,0.68450184501845,-0.108519486983313,30,4,"auto",2,542
"rho - x",0.327106303361603,0.935424354243542,1.17149190235041,0.428044280442804,0.0786756933164308,30,4,"auto",2,542
"psi - (Intercept)",1.01999690978369,0.961818181818182,1.69470641335884,0.872727272727273,0.0458982308795081,30,6,"auto",2,550
"psi - x",1.19124942940352,0.967272727272727,1.51057738971279,0.943636363636364,0.0950078626900233,30,6,"auto",2,550
"psi - theta",0.729743145164221,0.945454545454545,2.62718100200689,0.361818181818182,-0.00309157584204367,30,6,"auto",2,550
"rho - (Intercept)",0.366357053495247,0.94,1.30100111694883,0.849090909090909,-0.037195899256656,30,6,"auto",2,550
"rho - x",0.261942613565246,0.943636363636364,0.941440492312092,0.607272727272727,0.0531202752950539,30,6,"auto",2,550
"psi - (Intercept)",0.37308010608645,0.958181818181818,1.25087104521192,0.932727272727273,0.0273965743214311,30,8,"auto",2,550
"psi - x",0.3149998983953,0.956363636363636,1.02249922850344,0.976363636363636,0.0249339227686729,30,8,"auto",2,550
"psi - theta",0.538465261667564,0.954545454545455,2.06053653807791,0.489090909090909,-0.00498194173402866,30,8,"auto",2,550
"rho - (Intercept)",0.308475527392961,0.945454545454545,1.10542161349698,0.952727272727273,-0.0500998929506786,30,8,"auto",2,550
"rho - x",0.220394931550011,0.932727272727273,0.800566434964287,0.752727272727273,0.0451358988003159,30,8,"auto",2,550
"psi - (Intercept)",3.24204432164188,0.941068139963168,2.80972207664654,0.977900552486188,0.277181886869702,40,10,"auto",2,543
"psi - x",2.47956561006824,0.939226519337017,2.04256819868398,0.988950276243094,0.251280161491871,40,10,"auto",2,543
"psi - theta",1.16694720496404,0.946593001841621,2.16853923220732,0.723756906077348,-0.0383834465599334,40,10,"auto",2,543
"rho - (Intercept)",0.270582504288745,0.935543278084715,0.83024561093435,0.996316758747698,-0.0245767459627512,40,10,"auto",2,543
"rho - x",0.175230082569038,0.931860036832412,0.609324082264175,0.913443830570902,0.022762793637719,40,10,"auto",2,543
"psi - (Intercept)",1.76288912647706,0.961182994454713,1.55611142140586,0.988909426987061,0.128900939507468,40,12,"auto",2,541
"psi - x",1.23493651414861,0.940850277264325,1.22843156467851,0.994454713493531,0.0959592178954389,40,12,"auto",2,541
"psi - theta",0.595881443497989,0.940850277264325,1.58537560140705,0.761552680221811,-0.0297698016535158,40,12,"auto",2,541
"rho - (Intercept)",0.242534291877566,0.916820702402957,0.756982710172736,1,-0.02431557990407,40,12,"auto",2,541
"rho - x",0.162314644772813,0.924214417744917,0.554759480582721,0.968576709796673,0.0323547093234533,40,12,"auto",2,541
"psi - (Intercept)",1.7333154267731,0.969090909090909,1.97282375093532,0.832727272727273,0.114115914373748,40,4,"auto",2,550
"psi - x",4.03032717826357,0.969090909090909,2.29902785939222,0.901818181818182,0.265334554335246,40,4,"auto",2,550
"psi - theta",1.73528676223787,0.96,3.48617804434245,0.274545454545455,-0.0597219163804781,40,4,"auto",2,550
"rho - (Intercept)",0.386213005984649,0.954545454545455,1.41774752453239,0.809090909090909,-0.0733280994936563,40,4,"auto",2,550
"rho - x",0.29452702428453,0.941818181818182,1.03205155314881,0.538181818181818,0.0741726656009289,40,4,"auto",2,550
"psi - (Intercept)",0.292927597684586,0.970856102003643,1.20361949519644,0.947176684881603,0.0202976776159743,40,6,"auto",2,549
"psi - x",0.269316965976038,0.948998178506375,1.00151093201022,0.989071038251366,0.0278016877094367,40,6,"auto",2,549
"psi - theta",0.5278042734138,0.963570127504554,2.04561875254556,0.468123861566485,-0.0109111023870363,40,6,"auto",2,549
"rho - (Intercept)",0.285130872118979,0.958105646630237,1.10321301651157,0.963570127504554,-0.0326192340529564,40,6,"auto",2,549
"rho - x",0.20784842329641,0.959927140255009,0.805567486423144,0.744990892531876,0.0385261605157325,40,6,"auto",2,549
"psi - (Intercept)",1.81652712156993,0.968921389396709,3.41341870388193,0.974405850091408,0.128884584094614,40,8,"auto",2,547
"psi - x",1.26673638748718,0.956124314442413,1.13728631331325,0.992687385740402,0.0955866602872513,40,8,"auto",2,547
"psi - theta",0.92233225847477,0.954296160877514,3.92743135559487,0.621572212065813,-0.0659013234575307,40,8,"auto",2,547
"rho - (Intercept)",0.272986441947541,0.939670932358318,0.942133575705456,0.979890310786106,-0.0353819282661222,40,8,"auto",2,547
"rho - x",0.18971473388694,0.937842778793419,0.690395452169559,0.837294332723949,0.0349704177707173,40,8,"auto",2,547
"psi - (Intercept)",4.3646284752499,0.941176470588235,1.96981923620007,0.994485294117647,0.218467222940638,50,10,"auto",2,544
"psi - x",3.18817357185283,0.959558823529412,1.49508354773833,0.992647058823529,0.192556662480184,50,10,"auto",2,544
"psi - theta",2.91519764518996,0.952205882352941,1.93166421162192,0.801470588235294,-0.169769911959731,50,10,"auto",2,544
"rho - (Intercept)",0.22226281651821,0.954044117647059,0.746626684130033,1,-0.0151800071628975,50,10,"auto",2,544
"rho - x",0.14947303840153,0.9375,0.55117530928193,0.965073529411765,0.0137923136299793,50,10,"auto",2,544
"psi - (Intercept)",0.198883150784212,0.94,0.747245862039608,1,0.00786968824092245,50,12,"auto",2,550
"psi - x",0.163780741676905,0.949090909090909,0.617560060607172,1,0.0257681146845814,50,12,"auto",2,550
"psi - theta",0.327909665698554,0.950909090909091,1.26378015228966,0.867272727272727,-0.0175890056692515,50,12,"auto",2,550
"rho - (Intercept)",0.178309245082347,0.94,0.678315747330116,0.998181818181818,-0.00734166843342623,50,12,"auto",2,550
"rho - x",0.134543998388309,0.936363636363636,0.500982484833005,0.978181818181818,0.00901939468467416,50,12,"auto",2,550
"psi - (Intercept)",0.45575587731625,0.965454545454545,1.35674941535375,0.9,0.0284665571372823,50,4,"auto",2,550
"psi - x",0.33791878294355,0.963636363636364,1.12985371350767,0.961818181818182,0.0361157712685061,50,4,"auto",2,550
"psi - theta",0.947708799171638,0.965454545454545,3.20537627696606,0.381818181818182,0.0486450696117766,50,4,"auto",2,550
"rho - (Intercept)",0.348765594794443,0.923636363636364,1.2332084583173,0.894545454545455,-0.0337479340263306,50,4,"auto",2,550
"rho - x",0.24663884095194,0.932727272727273,0.904861735585357,0.627272727272727,0.029755922781401,50,4,"auto",2,550
"psi - (Intercept)",0.675366125134881,0.963636363636364,1.42600108966272,0.963636363636364,0.0527923483295423,50,6,"auto",2,550
"psi - x",0.337705061455865,0.967272727272727,0.926801691774389,0.987272727272727,0.0481637050383534,50,6,"auto",2,550
"psi - theta",0.720905920492611,0.938181818181818,2.13369225933542,0.52,-0.105905866113806,50,6,"auto",2,550
"rho - (Intercept)",0.26901986437389,0.950909090909091,0.986828170006982,0.985454545454545,-0.0284532036264821,50,6,"auto",2,550
"rho - x",0.187970209173177,0.956363636363636,0.726829925078476,0.821818181818182,0.0316127284835528,50,6,"auto",2,550
"psi - (Intercept)",2.91060531212724,0.961111111111111,2.12330953818157,0.985185185185185,0.211928287490814,50,8,"auto",2,540
"psi - x",2.09902468144236,0.961111111111111,1.66953887339455,0.990740740740741,0.190056520795922,50,8,"auto",2,540
"psi - theta",0.776889426865648,0.946296296296296,2.18026145044964,0.674074074074074,-0.0475677065465168,50,8,"auto",2,540
"rho - (Intercept)",0.256133061828496,0.940740740740741,0.843104223104215,0.996296296296296,-0.0434684956747273,50,8,"auto",2,540
"rho - x",0.169761218271084,0.944444444444444,0.621083168895338,0.916666666666667,0.0330069027623565,50,8,"auto",2,540
"psi - (Intercept)",0.184767428866783,0.963570127504554,0.741529686483058,1,0.00273204055782625,60,10,"auto",2,549
"psi - x",0.16388035092674,0.945355191256831,0.614566569271001,1,0.0157663799396437,60,10,"auto",2,549
"psi - theta",0.328385374154559,0.945355191256831,1.2635230751655,0.879781420765027,0.00543645273770821,60,10,"auto",2,549
"rho - (Intercept)",0.184157705885846,0.936247723132969,0.679832643441684,1,-0.0119837801328267,60,10,"auto",2,549
"rho - x",0.128285503491553,0.945355191256831,0.502987879966401,0.990892531876138,0.020244400713276,60,10,"auto",2,549
"psi - (Intercept)",0.173677522594427,0.952727272727273,0.677658167918821,1,0.000758528215218953,60,12,"auto",2,550
"psi - x",0.14728674101938,0.96,0.560866396645503,1,0.0146915780205286,60,12,"auto",2,550
"psi - theta",0.300302173398868,0.956363636363636,1.14943562064705,0.929090909090909,0.00248061559437907,60,12,"auto",2,550
"rho - (Intercept)",0.152849156905976,0.958181818181818,0.619520485180676,1,-0.0116005706595842,60,12,"auto",2,550
"rho - x",0.116531444486674,0.956363636363636,0.457878805416777,0.998181818181818,0.0190228528602789,60,12,"auto",2,550
"psi - (Intercept)",0.443904151264977,0.950909090909091,1.23059609085416,0.930909090909091,0.0253086263590535,60,4,"auto",2,550
"psi - x",0.356892231052899,0.94,1.03413452527839,0.967272727272727,0.0390266356728715,60,4,"auto",2,550
"psi - theta",0.734126386966497,0.952727272727273,2.51562475244907,0.456363636363636,0.0230873304457673,60,4,"auto",2,550
"rho - (Intercept)",0.307557206176502,0.954545454545455,1.13149006492886,0.952727272727273,-0.0521683166518242,60,4,"auto",2,550
"rho - x",0.226924477717547,0.947272727272727,0.834612648507578,0.725454545454545,0.0491851299990824,60,4,"auto",2,550
"psi - (Intercept)",2.48193108387392,0.965009208103131,2.07757263962089,0.988950276243094,0.134407278564872,60,6,"auto",2,543
"psi - x",2.09694162780451,0.950276243093923,1.77625877779176,0.992633517495396,0.151590588619762,60,6,"auto",2,543
"psi - theta",0.587848032468066,0.94475138121547,2.15006322446384,0.668508287292818,0.0199870584991533,60,6,"auto",2,543
"rho - (Intercept)",0.264105829140585,0.941068139963168,0.895122316541408,0.988950276243094,-0.0274503299593234,60,6,"auto",2,543
"rho - x",0.183273414323284,0.937384898710866,0.662663039520921,0.876611418047882,0.0376851413552335,60,6,"auto",2,543
"psi - (Intercept)",1.44603293130535,0.955719557195572,1.24093389444114,0.994464944649446,0.0651759217658954,60,8,"auto",2,542
"psi - x",0.985088964671122,0.946494464944649,0.911030005069086,0.998154981549816,0.0627378315546114,60,8,"auto",2,542
"psi - theta",0.601607793508493,0.931734317343173,1.58777744771691,0.793357933579336,-0.013391993181755,60,8,"auto",2,542
"rho - (Intercept)",0.213739578856734,0.952029520295203,0.76273188219273,1,-0.0130175677980813,60,8,"auto",2,542
"rho - x",0.150779864742191,0.952029520295203,0.564626325949674,0.953874538745387,0.0154376803969714,60,8,"auto",2,542
"psi - (Intercept)",0.171874950995629,0.956363636363636,0.680534885808553,1,0.00329582679454579,70,10,"auto",2,550
"psi - x",0.15120510463183,0.945454545454545,0.562476357659218,1,0.00261084918210619,70,10,"auto",2,550
"psi - theta",0.301238190689497,0.958181818181818,1.16117372577471,0.918181818181818,0.0089618613080753,70,10,"auto",2,550
"rho - (Intercept)",0.158597657914066,0.950909090909091,0.625346945695068,1,-0.0093489844588489,70,10,"auto",2,550
"rho - x",0.11188554629805,0.963636363636364,0.464290634610817,0.998181818181818,0.0142042081959928,70,10,"auto",2,550
"psi - (Intercept)",0.152729073731054,0.952727272727273,0.624398518452598,1,0.000828702396419329,70,12,"auto",2,550
"psi - x",0.136465343998742,0.945454545454545,0.516667132474916,1,0.00546027500265045,70,12,"auto",2,550
"psi - theta",0.244705340060129,0.967272727272727,1.05951428857923,0.974545454545454,0.00435342154879259,70,12,"auto",2,550
"rho - (Intercept)",0.155740144326735,0.938181818181818,0.572887767517588,1,-0.0111263266200799,70,12,"auto",2,550
"rho - x",0.11139270396862,0.949090909090909,0.42471399335052,0.992727272727273,0.0216898688673675,70,12,"auto",2,550
"psi - (Intercept)",0.267128228940864,0.96526508226691,1.08419995118981,0.976234003656307,0.00122855035425198,70,4,"auto",2,547
"psi - x",0.248328160618157,0.945155393053016,0.915445935405889,0.987202925045704,0.0266631403553756,70,4,"auto",2,547
"psi - theta",0.483830620598782,0.959780621572212,1.92297327882759,0.541133455210238,0.0118411960705245,70,4,"auto",2,547
"rho - (Intercept)",0.284904378318671,0.926873857404022,1.03616465363197,0.956124314442413,-0.0168742935270617,70,4,"auto",2,547
"rho - x",0.211443060419352,0.928702010968921,0.76851915088424,0.753199268738574,0.0107611133936731,70,4,"auto",2,547
"psi - (Intercept)",1.69787059016842,0.964944649446494,1.18802620264256,0.992619926199262,0.0668178150777338,70,6,"auto",2,542
"psi - x",0.995911369548752,0.937269372693727,0.925049292255963,0.996309963099631,0.0451691015899931,70,6,"auto",2,542
"psi - theta",1.37119042762319,0.96309963099631,1.74117003018093,0.767527675276753,-0.0389650558345106,70,6,"auto",2,542
"rho - (Intercept)",0.222027131643586,0.944649446494465,0.819817783897361,0.990774907749078,-0.0145195091935779,70,6,"auto",2,542
"rho - x",0.160267542203422,0.946494464944649,0.609422532851129,0.935424354243542,0.0193421028386667,70,6,"auto",2,542
"psi - (Intercept)",0.573363103576844,0.943430656934307,0.929167991631552,0.998175182481752,0.0296804843424035,70,8,"auto",2,548
"psi - x",0.281204405086386,0.948905109489051,0.716303525659378,0.998175182481752,0.00541621019824001,70,8,"auto",2,548
"psi - theta",0.679092407016674,0.950729927007299,7.18335156995804,0.87043795620438,0.0490331453915427,70,8,"auto",2,548
"rho - (Intercept)",0.205138679313254,0.943430656934307,0.705266069779855,1,-0.0276065334824749,70,8,"auto",2,548
"rho - x",0.143051018972856,0.937956204379562,0.523319167072286,0.981751824817518,0.029317460257686,70,8,"auto",2,548
"psi - (Intercept)",0.160244508118075,0.956363636363636,0.638420043968098,1,0.00172936380021478,80,10,"auto",2,550
"psi - x",0.137432100482596,0.952727272727273,0.530548199903725,1,0.0121791652290575,80,10,"auto",2,550
"psi - theta",0.271778950770642,0.961818181818182,1.08309651486104,0.956363636363636,-0.0155604658852236,80,10,"auto",2,550
"rho - (Intercept)",0.150497083585906,0.952727272727273,0.590079718193937,1,-0.0114258125398007,80,10,"auto",2,550
"rho - x",0.112966707962944,0.954545454545455,0.438929148494999,0.998181818181818,0.0117334722199469,80,10,"auto",2,550
"psi - (Intercept)",0.140577337637382,0.963636363636364,0.583190694963641,1,0.000596454886026279,80,12,"auto",2,550
"psi - x",0.118885562324629,0.965454545454545,0.483404173912175,1,0.00647455746200132,80,12,"auto",2,550
"psi - theta",0.260396808011731,0.949090909090909,0.98984786608969,0.974545454545454,-0.00942353905563709,80,12,"auto",2,550
"rho - (Intercept)",0.129474503660283,0.954545454545455,0.536512575179065,1,-0.0140855775609246,80,12,"auto",2,550
"rho - x",0.0927376588229464,0.969090909090909,0.399003118389323,1,0.0169104388301355,80,12,"auto",2,550
"psi - (Intercept)",0.262118249882288,0.954379562043796,1.00628722511115,0.983576642335766,-0.0139769843769285,80,4,"auto",2,548
"psi - x",0.228561839727978,0.954379562043796,0.849619578213631,0.996350364963504,0.0354043580983496,80,4,"auto",2,548
"psi - theta",0.46743606480507,0.950729927007299,1.79202386005063,0.607664233576642,0.0137496356103142,80,4,"auto",2,548
"rho - (Intercept)",0.254477263923848,0.952554744525547,0.963736163580219,0.976277372262774,-0.00543004613236309,80,4,"auto",2,548
"rho - x",0.19654179137081,0.932481751824818,0.71461573816555,0.77007299270073,-0.0179063903398623,80,4,"auto",2,548
"psi - (Intercept)",2.58604507900884,0.942592592592593,1.64919599004066,0.990740740740741,0.152631936118333,80,6,"auto",2,540
"psi - x",1.58198974797092,0.942592592592593,1.25544034520918,0.994444444444444,0.12391102059812,80,6,"auto",2,540
"psi - theta",1.7186532569424,0.951851851851852,1.80982277540679,0.77037037037037,-0.132235967039843,80,6,"auto",2,540
"rho - (Intercept)",0.234742733413793,0.95,0.774071468383895,0.996296296296296,-0.0263649458661312,80,6,"auto",2,540
"rho - x",0.155593872497432,0.953703703703704,0.574544011695203,0.95,0.0251020206418209,80,6,"auto",2,540
"psi - (Intercept)",0.178712229396823,0.949090909090909,0.709997162218363,1,-0.00369682124410857,80,8,"auto",2,550
"psi - x",0.156607376947193,0.952727272727273,0.592056447710682,1,0.0113284213980716,80,8,"auto",2,550
"psi - theta",0.321907497916349,0.949090909090909,1.21106553584302,0.896363636363636,0.00151209244625261,80,8,"auto",2,550
"rho - (Intercept)",0.171200968234031,0.952727272727273,0.662536844955345,1,-0.0116651871341647,80,8,"auto",2,550
"rho - x",0.125697638466114,0.950909090909091,0.492070866708102,0.981818181818182,0.0197785513427249,80,8,"auto",2,550
"psi - (Intercept)",0.144299513374449,0.967272727272727,0.59792943690594,1,-0.00325614293945135,90,10,"auto",2,550
"psi - x",0.123228747866575,0.958181818181818,0.499141506794892,1,0.0182067749435182,90,10,"auto",2,550
"psi - theta",0.244020488629239,0.963636363636364,1.01865389392303,0.978181818181818,-0.0244826977603808,90,10,"auto",2,550
